,20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,class
2375,1875.83,7953.7,6567.24,7491.75,7480.95,5663.95,7325.54,6033.95,1305.49,3466.42,2138.97,7472.89,984.278,7953.7,7087.2,2774.18,4778.37,1566.88,2821.91,5349.39,6504.78,3325.23,339.418,984.8530000000001,3449.02,3538.79,7589.27,6121.89,forest
4156,2604.54,7786.62,7750.44,7675.2,7677.63,7074.84,6884.71,4886.29,1073.87,7487.09,7583.45,7786.62,7236.9,7250.21,7330.93,3930.85,5264.05,787.694,1381.17,7761.88,6388.32,1736.2,4941.89,3161.1,3916.98,6858.12,6854.04,7262.29,forest
3377,1085.76,7658.62,7122.26,2122.28,525.88,757.59,4594.53,5234.67,2976.1,3726.66,6504.84,6913.42,890.6010000000001,3582.66,4470.72,7658.62,2539.49,1206.63,3288.94,5706.8,4340.94,4632.36,525.299,429.634,1125.42,1261.76,5548.31,2797.69,forest
4721,7375.48,7744.78,7176.27,3683.37,7532.11,5405.39,227.40099999999998,7629.94,7443.23,7744.78,2847.08,7321.49,3921.16,1387.87,3452.51,1067.8,1363.09,3251.75,3228.45,1267.75,1705.8,3659.22,1762.13,629.8969999999999,1808.41,1687.31,6709.18,2040.76,forest
642,2640.77,8402.3,7636.54,8016.3,7994.11,4833.65,7684.81,7831.95,2235.84,8221.61,8272.09,4645.61,8215.48,8402.3,7357.9,1678.9,1220.19,717.215,1308.31,7926.6,3956.98,1810.96,1941.39,4948.6,6431.17,7918.77,8195.76,8303.64,forest
9007,605.4169999999999,7822.71,2456.57,4931.52,1584.77,6625.1,6889.99,7822.71,388.561,6643.94,3084.26,2236.29,585.614,3152.83,5007.04,408.13599999999997,1252.96,2163.1,3685.17,6634.81,4305.54,1815.67,3239.44,1860.14,2524.55,730.824,3443.0,1782.07,farm
4623,2435.7,8210.58,4096.06,7826.55,8210.58,8176.95,194.104,5510.96,4608.89,5290.85,1099.36,2700.19,1430.18,5939.56,783.288,1353.0,448.574,1603.49,2809.92,982.965,4863.74,1117.08,7377.36,321.51,6741.48,954.32,7120.85,487.236,forest
6795,480.145,8274.03,7435.84,585.62,8274.03,8121.08,365.876,642.514,431.218,7761.41,973.638,801.295,259.225,7163.48,324.235,1098.11,445.306,1756.33,1060.82,6638.71,7420.45,847.888,2175.52,654.737,462.20599999999996,377.731,6771.35,371.119,forest
460,935.018,7171.24,6421.78,2517.44,1410.76,6797.05,386.716,4340.71,4168.51,495.14099999999996,3895.84,6063.57,412.543,586.7869999999999,305.504,797.215,309.758,2284.11,3981.49,5560.4,2295.99,3107.22,810.702,1194.31,479.736,413.657,7171.24,1168.18,forest
4979,1115.59,8207.82,3177.26,921.743,5243.54,5553.06,403.32300000000004,2252.18,670.471,8207.82,2304.53,256.81,369.07800000000003,2184.71,499.76,844.125,1252.24,1500.17,2743.26,4396.36,2623.39,604.255,1219.92,414.73,453.767,440.819,7252.02,407.413,forest
191,-2194.71,2332.89,1605.16,448.971,-331.348,1185.1,326.883,426.30199999999996,1080.9,224.171,878.5319999999999,583.855,496.965,1194.01,1555.23,53.0742,540.46,1796.08,2332.89,1899.11,1129.58,1107.02,-235.178,536.29,798.8480000000001,512.864,418.68,152.925,water
4810,779.033,7912.37,7912.37,2453.33,7648.77,2192.58,448.30199999999996,678.6,603.015,7706.7,6430.35,1897.62,363.33099999999996,5021.95,517.492,883.355,1143.77,1461.43,4034.39,4478.04,5931.55,485.4,1732.77,391.286,501.545,598.035,7106.52,407.626,forest
4148,831.689,8183.71,8041.2,8131.93,7946.88,3894.55,6640.41,6526.0,6961.21,6785.62,7793.7,8079.57,8183.71,6019.62,6299.1,827.692,3014.27,922.305,1301.15,7092.8,6014.83,1474.96,1390.61,6065.74,6182.12,4447.42,7357.48,5822.14,forest
7192,673.273,7720.18,5725.78,1219.36,7720.18,2252.66,592.453,3213.08,1006.65,7344.27,7380.44,7274.34,7168.27,431.73800000000006,3903.75,967.3560000000001,1220.92,2444.89,4287.19,7585.5,6430.77,5576.44,1812.3,496.236,777.247,5837.53,6695.26,5874.4,forest
7001,2544.24,7875.08,6657.31,2633.03,3537.78,5322.66,4843.44,5791.04,4313.47,715.552,2499.34,7875.08,1782.88,834.3639999999999,525.232,837.435,402.37699999999995,3756.42,676.314,6826.79,1647.62,370.72,1109.72,333.48699999999997,2383.07,1469.64,7196.87,602.586,forest
8693,5022.07,7545.14,7316.71,5323.54,3002.85,5451.27,1479.7,6705.74,5347.13,6629.23,1440.19,7113.29,6256.85,7257.71,6255.78,675.3660000000001,7545.14,1527.23,1229.86,6700.17,937.385,1217.34,4542.13,2008.96,602.525,624.177,6593.7,2333.83,farm
3946,1880.24,7907.96,7484.84,868.8430000000001,6146.76,7728.57,350.07199999999995,7763.09,1165.94,1848.7,4099.38,7490.46,2511.53,782.075,813.553,2255.07,4612.7,2320.74,3994.59,631.754,6450.13,1750.51,1510.6,7907.96,7093.93,447.89300000000003,7496.42,388.68,forest
2083,726.013,8145.79,7586.16,8145.79,5636.36,7768.44,7983.57,6942.3,2557.19,7093.72,5968.43,7771.85,3188.63,5417.74,6682.48,7928.97,2182.35,681.758,4379.98,2519.92,743.355,2277.11,4254.88,616.827,1231.25,874.305,7738.77,2783.26,forest
2644,7240.34,8087.46,6810.97,7910.89,1585.67,7192.56,7346.43,7258.09,4974.73,7467.76,3630.39,7188.46,635.117,7047.81,4954.72,8087.46,838.8580000000001,2201.64,1288.25,6468.3,7033.34,1994.3,252.722,6917.8,6938.55,7117.1,7241.69,7017.58,forest
1135,1264.25,8274.89,3529.16,8274.89,3081.48,1012.44,5146.44,7891.19,1738.69,8144.55,8000.46,7217.34,1003.09,1664.0,5112.2,8207.85,6327.37,437.74199999999996,1801.75,7929.05,6658.41,4706.71,321.46299999999997,5983.96,1010.88,1630.98,7879.97,939.73,forest
8782,940.81,5330.0,3485.8,2158.09,1365.84,2700.49,3052.59,5330.0,4986.18,5136.4,1234.14,2212.44,1320.49,1661.58,3267.98,1670.86,228.75400000000002,1333.71,2867.39,1326.64,2494.12,1805.38,2923.14,1628.24,4937.81,1399.35,3507.12,406.978,farm
8633,1432.74,6951.45,2813.22,2983.22,741.313,6796.77,1556.29,6951.45,5287.56,2925.78,1793.25,1705.4,445.469,2471.26,2298.44,532.668,-294.645,719.9580000000001,4676.47,2972.81,2707.1,4702.83,5713.53,5236.17,6062.15,789.4730000000001,1337.52,452.14300000000003,farm
5422,7586.41,7586.41,5430.69,7033.5,1298.38,7231.37,2878.95,7433.28,1643.34,7367.39,7230.35,7404.26,5270.25,1116.63,1232.92,752.437,500.099,3043.1,2408.07,5563.55,845.414,4299.29,720.454,465.911,4494.74,2468.65,6863.57,4496.01,forest
4191,7853.38,8112.81,6767.65,7963.1,7922.07,7091.65,7334.68,7733.07,897.9939999999999,7872.42,7876.19,7809.14,7739.05,8112.81,7082.92,1620.24,6325.64,1182.65,2453.28,8032.9,821.929,1935.08,677.283,7364.51,625.43,7748.81,7710.1,7936.3,forest
4762,1216.85,7992.33,5567.28,7518.42,531.923,7762.12,2038.18,7516.73,5903.3,7796.13,7796.69,7992.33,2465.51,5030.84,1161.31,913.574,360.365,3564.12,724.566,1131.78,2605.37,2666.96,1040.69,452.847,7621.85,1590.09,7178.8,5283.3,forest
799,1280.39,8251.62,7576.99,8079.03,8004.57,6550.55,6554.47,6323.7,6821.72,6830.87,5933.64,7788.26,5477.98,8250.93,742.528,2745.7,6513.04,532.2869999999999,3933.71,8251.62,508.936,2370.71,3292.93,1147.59,4164.41,6839.85,6276.65,705.9789999999999,forest
9062,4687.87,7546.03,6052.0,2031.79,3739.77,3088.59,917.8739999999999,4514.1,4378.53,5100.0,5836.8,376.111,694.078,1133.23,183.61,945.618,451.724,1080.41,1721.39,1072.19,477.67400000000004,3323.26,3003.33,1847.35,944.785,820.352,7546.03,413.39,farm
2333,956.215,7870.96,6687.13,7870.96,7680.82,6800.12,6641.14,7143.02,5663.4,5701.46,7352.86,3045.61,1780.13,3152.9,5562.22,7169.18,7134.53,433.865,4030.73,7760.59,1146.19,4153.1,772.887,1316.8,778.72,901.0260000000001,6852.49,3113.12,forest
671,1053.34,8108.23,7862.31,8086.34,8010.87,7497.54,7498.16,7677.03,7496.08,8027.72,8081.27,8108.23,4666.82,7996.83,5330.59,3531.45,514.975,1073.47,2692.35,8009.71,836.919,2383.65,528.5740000000001,660.8539999999999,6303.11,3909.64,7984.3,5302.67,forest
4664,425.981,8086.93,7524.02,1427.17,8086.93,7962.59,430.32199999999995,641.984,544.679,4655.94,2505.34,451.29,445.63800000000003,1068.01,271.752,1045.66,605.754,1388.74,2165.36,7570.87,1509.47,1797.47,2418.76,228.81799999999998,920.307,321.163,7141.36,465.68800000000005,forest
9640,481.949,5335.85,4712.97,4690.16,1604.84,4441.37,2396.19,2951.93,3714.55,3418.13,3773.27,3448.93,1299.82,1617.46,5335.85,4565.85,3359.96,688.154,2445.41,4089.95,5072.42,1972.27,3063.16,2818.69,263.05400000000003,1018.57,4674.04,4122.91,farm
7499,1626.28,7649.79,7279.4,7231.54,7007.0,2589.07,1821.82,2498.98,6429.94,6684.7,5496.73,6812.62,4426.75,4929.03,5888.59,423.853,7649.79,1083.64,4381.04,7327.05,6419.83,5997.0,3339.19,6358.54,701.205,829.133,6045.51,6135.1,forest
5541,4870.54,7867.26,7761.31,7421.39,573.722,7512.21,1059.13,5007.35,4714.36,5602.18,2402.16,7867.26,478.439,1337.15,439.289,729.368,382.038,3062.2,1377.95,7003.66,2831.22,1607.4,1817.81,324.469,5515.68,632.903,6645.13,2727.74,forest
6926,769.7510000000001,8212.14,7398.02,7698.5,7259.98,8087.44,1147.92,7969.48,885.169,8068.97,4031.33,8212.14,630.361,4110.75,640.4169999999999,1245.7,542.825,3156.13,1866.78,6576.23,5108.65,2326.47,749.133,555.7909999999999,7992.71,695.067,7436.96,6122.58,forest
1538,3102.44,7408.27,5670.96,7408.27,3564.45,5765.45,5641.71,6121.86,856.1610000000001,6581.53,7033.85,2480.38,1004.6,5260.09,7162.91,7274.26,5396.34,791.938,3840.34,6304.65,4797.81,2885.61,741.318,3663.57,1140.0,3967.2,5628.87,4775.9,forest
9749,2859.81,7578.52,4619.57,4098.21,1737.55,5453.85,1276.72,5861.21,6930.05,7578.52,1283.44,5478.45,1306.77,994.9889999999999,2746.86,710.8389999999999,23.7776,623.8,3682.19,2616.88,2556.41,2021.32,3991.12,2724.43,3990.27,693.9839999999999,7027.17,724.1569999999999,farm
9288,757.7869999999999,6787.89,6701.86,3720.64,2640.04,2982.19,867.342,3785.71,3581.28,3982.79,4136.18,3559.07,3398.65,5630.85,5913.21,1141.78,6702.2,1133.53,4376.28,6787.89,4154.12,2619.98,2723.77,1783.33,2875.85,2979.23,3882.06,2830.93,grass
4983,5129.69,8207.56,3967.55,1422.06,8207.56,6908.66,277.856,7729.98,7584.5,833.6510000000001,7761.3,7818.57,7416.31,481.536,4681.9,900.508,511.029,4046.21,2927.87,6487.43,4635.16,347.10699999999997,1192.48,570.951,791.84,3572.12,6823.86,4541.48,forest
2513,417.978,8280.15,6234.96,8280.15,3239.4,3465.12,1692.36,8098.34,3740.03,7964.36,7975.28,5007.06,2282.17,8144.02,4199.77,5867.97,575.371,747.732,1313.45,5727.72,259.712,2268.83,1172.75,1002.48,1952.72,3958.26,7801.59,7452.87,forest
7110,8001.99,8061.87,7939.35,763.7330000000001,773.237,6348.41,4570.23,7229.36,804.534,7725.56,1730.77,8061.87,5946.78,532.774,708.173,1399.58,295.379,3279.52,877.323,4448.61,5784.85,749.765,4155.21,799.189,6993.17,4365.03,6981.92,822.791,forest
115,-2746.69,1712.97,1090.17,143.24,-296.57,-1597.25,408.745,466.54699999999997,782.9019999999999,-2035.4,737.6210000000001,688.055,594.149,1263.13,1537.61,117.324,1087.68,1712.97,1662.68,-376.749,-189.59400000000002,-1576.95,-1505.78,-909.7339999999999,486.38300000000004,596.34,706.1339999999999,-167.825,water
4218,6312.11,7578.76,7578.76,7067.96,7048.6,6114.99,4026.09,5838.63,5158.89,6438.79,4593.84,7254.82,6268.47,2175.48,7110.1,6561.2,4573.08,719.654,1223.26,7559.84,5975.17,1839.6,687.855,2568.38,2487.24,5754.94,5973.92,4915.89,forest
8650,2591.56,7407.12,3728.06,2496.86,1917.09,2569.88,1038.22,6404.24,6063.92,6184.46,2423.52,3035.77,1961.04,3517.84,5350.06,635.748,7407.12,2078.2,822.067,4269.3,2636.23,3741.46,5719.61,6856.73,544.994,589.572,1728.28,2857.46,farm
4309,7654.94,7984.46,7984.46,7661.43,5814.46,1755.13,6658.44,6979.36,6032.44,7241.27,7570.71,5778.63,6643.42,7883.2,7025.7,1726.52,6697.43,957.263,1683.07,2794.84,4720.17,1681.45,499.68199999999996,3837.89,708.193,6754.38,7177.67,7650.63,forest
2216,1137.76,8308.09,6430.5,8308.09,2015.09,6362.59,1969.8,7648.59,3857.32,1356.48,5026.72,2062.58,3419.66,1202.4,4460.89,7706.39,725.565,533.244,2133.36,7995.6,383.579,3455.22,755.806,1126.42,1133.87,7673.56,7743.99,5920.2,forest
7360,7637.74,7944.42,7788.66,7944.42,4455.73,6299.76,7198.55,872.0310000000001,7456.2,3822.26,1988.06,3898.79,3407.55,1669.62,2545.0,2528.93,390.93699999999995,1608.68,5229.22,912.804,6907.25,7633.66,6678.97,582.386,2526.82,520.692,5919.34,1244.33,forest
8520,3153.44,4262.38,2323.48,2907.7,3149.84,3505.46,1388.82,2971.52,2448.28,2721.19,601.807,1336.16,1499.68,2692.22,686.905,1873.64,3677.6,1071.49,3815.63,2715.89,3214.29,4262.38,3346.43,2596.31,1830.49,461.105,3654.28,1175.64,impervious
2884,722.648,7938.03,7811.6,5918.11,508.86,5857.31,7591.01,7620.76,274.345,7533.9,7428.76,7482.76,5717.88,7938.03,4995.08,6916.03,4360.97,606.969,4471.78,1246.22,366.212,3482.15,480.509,3582.38,788.1310000000001,3421.96,6870.95,7108.32,forest
831,916.3789999999999,8403.62,8001.65,8403.62,8261.66,5646.57,7872.1,7951.89,7371.04,7955.32,7926.38,7794.25,2594.03,8204.48,5216.01,2138.4,663.49,788.847,2052.04,8269.5,3711.6,3316.37,6274.39,2170.52,6531.12,852.961,7795.91,1391.38,forest
936,7439.28,7993.84,7484.16,6534.4,571.113,6156.39,6243.75,2235.97,3675.93,7090.15,6312.22,7705.96,6515.87,7993.84,2416.52,2723.81,3778.86,1204.42,767.173,7366.98,3991.16,2706.57,4279.31,2547.02,316.051,4538.64,7106.71,1537.1,forest
2453,3769.01,8237.94,7658.25,8187.9,7911.49,5443.5,2191.4,6133.04,4620.88,1138.19,7839.09,6854.13,831.0889999999999,8237.94,7393.96,3466.48,4569.3,546.63,1963.13,8170.5,6833.5,4449.47,814.5939999999999,638.6,758.061,7365.95,7536.82,1497.93,forest
6530,1602.5,8335.34,7822.21,5242.61,5306.75,8335.34,1776.48,7720.48,304.99,5459.38,7808.43,7857.48,411.155,422.23800000000006,938.951,1553.88,283.53,2657.85,2233.82,7995.85,2260.86,8299.9,1844.34,552.617,4471.97,1515.41,7317.32,1862.83,forest
7089,4336.91,8119.68,6726.56,434.644,8078.33,8119.68,346.976,2508.94,1609.94,7896.04,1108.62,999.057,752.187,3958.19,520.2,959.909,2523.19,1595.74,1503.26,724.3489999999999,516.724,4262.76,7276.85,332.676,7767.44,603.2909999999999,6983.83,640.643,forest
9293,534.509,1107.8,604.7719999999999,109.58,182.82,313.551,572.249,316.41900000000004,362.11699999999996,223.917,993.9689999999999,435.48800000000006,594.701,812.5089999999999,1107.8,570.363,745.1260000000001,459.097,494.49300000000005,233.886,1000.52,-121.712,659.922,460.699,459.439,271.427,93.2355,1006.53,impervious
5108,442.153,8116.36,5610.64,4084.8,8103.68,8116.36,204.74900000000002,6244.92,1006.54,7413.7,617.111,413.32099999999997,300.491,1661.1,370.285,991.872,419.045,1436.15,1467.59,476.25699999999995,1544.62,4904.12,7413.54,385.38800000000003,7057.32,456.27099999999996,6736.63,224.55200000000002,forest
1725,1254.2,8188.2,6389.84,8188.2,3282.76,2492.94,7944.87,7652.53,481.89599999999996,4689.36,5754.61,7713.51,2004.8,6199.22,4986.92,5299.42,6129.8,795.7310000000001,3990.1,8083.88,3059.78,3786.56,946.9119999999999,1732.68,1225.36,794.096,7788.46,4778.43,forest
704,1794.06,8065.99,8065.99,7748.18,6351.24,6614.97,6500.12,6786.6,6141.36,4913.94,7563.79,7595.7,4340.54,8033.77,4442.07,2400.24,7728.63,638.754,4416.25,6509.4,212.78599999999997,2391.55,5550.07,1675.43,3928.99,7154.15,7509.3,1029.91,forest
4555,517.925,7980.53,7499.67,6823.4,7980.53,6590.94,354.04900000000004,1286.47,2537.54,7547.7,682.4939999999999,304.844,1217.02,1505.35,403.48800000000006,615.064,1025.8,1352.24,2800.32,1670.64,2870.99,1412.02,4048.49,393.333,2046.59,486.121,6440.2,471.01,forest
1868,1818.26,7847.03,6610.07,1073.56,7847.03,5507.12,6753.38,2367.91,4637.32,7603.1,7417.95,6116.11,1517.19,6170.83,5458.89,6921.6,4922.01,474.325,2668.94,7529.69,4278.29,4725.07,3590.66,871.299,1149.5,511.619,7417.39,5473.18,forest
2894,1746.51,8288.66,7054.44,5560.93,4167.91,4834.25,2312.98,6790.35,6455.45,6378.63,7518.83,3624.14,454.809,3211.31,6022.39,4083.17,5843.15,1736.48,6159.17,8288.66,6748.37,3902.26,4697.43,5038.12,496.07599999999996,3338.99,6698.82,5605.54,forest
2992,1028.15,7769.51,7322.62,5201.47,6579.44,4567.13,7174.9,7769.51,4770.68,7727.84,4974.05,7398.75,3553.91,7766.71,6674.25,7489.76,1405.09,810.775,4723.31,2326.1,568.938,3275.28,3821.61,568.201,1212.89,5409.5,7444.24,5769.13,forest
5315,544.632,8183.0,7731.87,7845.84,5809.14,8183.0,721.054,1194.31,525.2230000000001,1771.36,1413.2,1267.55,984.0039999999999,1007.25,666.279,1226.41,426.801,2496.87,1393.52,5372.61,6970.17,469.37199999999996,7265.21,592.071,7376.03,768.5989999999999,6948.87,1943.44,forest
1225,691.326,8028.28,5605.43,7901.15,7148.83,7565.96,7563.88,7626.18,1121.13,8028.28,7962.13,7977.12,4682.68,6987.91,4935.62,6604.21,2740.15,532.602,1472.23,7784.21,390.421,3215.84,2786.81,800.987,1951.31,1826.59,7945.91,7939.43,forest
6744,5166.98,7721.11,7313.9,3921.3,4633.21,6964.77,2037.03,7721.11,3976.38,803.6039999999999,2177.28,7566.88,1356.0,1394.25,490.102,731.727,481.349,3659.07,990.74,6990.29,1176.6,7320.11,6832.25,667.6060000000001,1956.66,632.79,6897.62,1110.43,forest
10021,4286.93,6124.19,6124.19,1367.96,2674.26,2796.16,2939.7,3940.17,2801.83,4054.63,4883.89,4007.41,745.319,4316.17,1552.89,5687.87,2805.85,1324.32,3139.61,5438.81,3716.68,3638.31,449.36,2935.68,1157.4,386.202,3975.77,4071.6,impervious
4043,1661.96,8436.93,7924.04,4585.31,8436.93,8336.45,361.161,449.55400000000003,6577.82,902.212,751.203,7837.32,809.201,417.649,328.68199999999996,2412.72,5651.11,2212.88,3211.06,644.9680000000001,7571.32,1355.09,7257.02,1926.02,5082.73,1620.78,7379.2,769.807,forest
10223,4876.71,7506.43,7364.32,7506.43,7285.34,2363.18,6807.81,7412.62,2856.15,7342.24,6621.47,7471.1,1936.19,2499.56,5880.06,6260.89,1175.66,730.867,5257.07,3629.99,2933.64,1016.57,5980.6,3167.79,4116.39,1080.4,7025.09,1632.16,grass
4841,3524.28,8345.7,7411.99,1093.64,875.59,8061.0,4267.74,8046.34,1060.85,8167.41,1746.69,8345.7,8089.59,1412.71,2199.4,1223.04,320.126,2749.66,730.801,4998.07,4312.53,2403.77,552.0169999999999,373.462,7999.17,952.308,7757.07,1390.69,forest
10207,3040.19,6128.24,6128.24,4062.38,1601.39,3918.43,2212.16,4277.41,2523.08,4267.76,5377.04,4225.33,1625.7,5394.59,810.925,4913.88,2927.76,1448.78,3219.41,5199.07,4193.29,3452.99,2302.94,2016.83,1688.77,1024.35,5199.77,1910.84,grass
5085,4232.85,7828.84,7701.54,886.5939999999999,7756.57,2169.32,7828.84,7632.06,3453.04,7633.7,2395.89,7661.96,1299.66,681.337,972.117,1176.14,692.2739999999999,3834.04,705.648,7694.01,7052.54,574.735,6902.25,461.26,4620.3,1424.55,6818.26,553.844,forest
2623,858.227,8395.92,3044.12,8395.92,8032.56,5470.38,4960.51,7720.67,1531.27,1824.28,5475.02,4790.39,1526.07,7023.64,7357.42,4250.54,2397.46,520.019,1448.36,8235.25,516.365,4252.85,1692.91,1047.01,740.932,1102.1,7570.19,1496.21,forest
5372,436.983,8225.0,7834.05,2204.81,8225.0,8186.06,275.552,7560.03,1399.76,6436.48,1020.73,159.716,400.84,871.128,392.17,977.737,500.26,1383.3,3157.36,988.679,7272.55,7003.81,7049.89,274.199,658.872,413.264,6852.7,353.587,forest
10357,1451.08,7732.75,7145.89,7732.75,5797.68,7046.16,5440.63,6647.04,6177.6,6825.01,7118.41,4510.94,1426.86,3056.9,5969.13,6436.46,1729.4,2254.98,3486.12,7521.16,1529.31,5938.1,1295.94,1642.97,1210.38,995.591,7258.68,7036.71,grass
7576,3475.95,7432.21,7432.21,7167.78,4689.88,3602.88,4665.03,5574.21,5599.49,5942.22,6208.77,6990.78,6695.53,863.199,3646.06,797.64,302.795,2030.51,4144.15,7200.5,3227.28,6516.93,4975.67,5245.12,3238.69,5189.14,6178.43,5624.15,forest
568,3174.1,7994.69,6971.09,7618.05,525.477,4452.61,2854.27,915.818,4516.6,3025.67,7472.39,7271.73,409.283,739.5089999999999,416.39300000000003,843.898,228.80900000000003,2146.36,3114.64,5715.66,6516.65,7994.69,794.1289999999999,1346.77,608.445,720.438,7633.88,6573.74,forest
1558,884.762,7883.38,2602.67,7726.62,7206.35,7029.82,6121.8,7375.68,6988.85,7222.18,5005.11,7308.09,986.778,7883.38,4720.5,2158.22,7544.03,490.522,4964.44,7553.71,2714.82,3484.68,-270.362,2465.57,1485.17,692.429,7017.53,2425.84,forest
6820,2036.5,6889.22,3806.08,412.925,4918.18,499.235,438.72900000000004,637.8330000000001,2612.07,535.317,1549.75,6889.22,1789.86,416.01199999999994,615.043,928.687,1248.04,3781.57,4450.07,4396.92,1610.81,1654.11,1194.39,351.092,830.253,743.2719999999999,6570.27,840.3560000000001,forest
7682,423.285,1101.46,1032.96,845.314,246.395,1101.46,528.919,749.395,327.291,673.939,920.273,514.51,542.299,584.5269999999999,287.394,503.548,960.32,1030.24,638.654,960.485,502.161,771.7339999999999,833.814,349.283,231.14,267.387,946.092,359.344,impervious
3086,2113.17,8242.67,7390.85,7693.59,6197.67,2801.62,909.821,6983.15,1597.26,6895.53,7033.18,7056.52,1101.32,458.832,1885.6,6887.87,1587.57,395.57099999999997,3128.72,8242.67,6206.79,4607.02,746.453,2340.49,1515.86,1552.57,7543.28,5890.25,forest
1662,687.377,7862.94,7075.8,7862.94,5665.49,7438.6,7316.39,7616.94,3609.57,7560.45,7383.07,6390.43,481.281,6294.78,3477.88,7762.98,1506.22,632.281,5034.61,5477.46,6544.13,2943.56,6467.74,7516.48,1860.89,7036.55,7304.71,6826.8,forest
1231,1098.27,7916.17,6589.8,5334.37,5012.57,3962.1,886.972,5332.98,3391.06,7021.25,7281.31,4366.07,693.654,5891.4,5516.51,7916.17,870.569,1045.21,4047.96,7901.99,6550.09,3904.77,3528.48,666.201,781.654,1316.93,6811.53,3026.75,forest
6497,438.292,8171.34,7741.67,3390.0,7851.48,8171.34,453.439,7964.67,410.51800000000003,5793.45,609.395,5711.35,4325.64,3273.7,419.341,449.525,1094.63,1556.12,1994.12,6166.55,3525.4,1032.92,5393.75,502.159,636.804,699.443,6823.04,595.195,forest
2356,1700.15,8322.37,6955.38,8322.37,8190.21,7439.28,2039.05,7453.89,540.658,6131.48,7819.97,7356.33,977.2760000000001,8305.46,6017.61,2440.43,5458.05,519.317,4665.48,7957.12,5001.23,4293.33,3279.92,2802.09,1518.64,1162.22,7252.55,1366.93,forest
7465,5831.95,6002.93,5809.38,2141.11,6002.93,5957.78,358.73,5514.02,3375.99,5141.78,3176.05,2794.0,1651.02,546.665,2031.28,1305.48,1851.23,2694.7,2787.96,1602.98,5697.78,5884.96,5262.48,419.98699999999997,1598.83,878.248,5785.03,842.01,forest
635,5841.4,8182.28,8018.68,8134.19,8182.28,3270.71,7664.94,7869.17,893.2489999999999,7910.21,7871.52,7609.13,7296.55,7870.9,5485.05,1552.68,1242.07,540.229,1202.25,8015.77,2597.18,2002.26,6171.95,6020.71,4688.7,4612.2,6574.63,6765.53,forest
2844,5019.9,8011.43,7552.27,8011.43,5634.03,7547.6,7696.35,7847.74,3860.02,6246.31,4213.06,7309.97,3929.29,7847.88,6506.13,5573.07,7098.77,1047.41,1317.09,1875.66,3834.8,3399.85,809.966,2889.16,307.876,5347.28,7476.32,7316.16,forest
5438,5250.99,7955.83,7720.7,1039.59,7943.28,7946.41,492.186,3727.03,865.2560000000001,7955.83,4252.04,1266.61,504.337,1800.0,395.72,1033.26,1060.11,1798.42,1241.7,927.293,5462.18,570.486,6674.86,351.60900000000004,5221.86,710.0,7297.81,519.246,forest
