No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
15914,2014,12,24,1,49.0,21.0,18.0,400,47.0,2.7,1025.0,-18.7,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
19659,2015,5,29,2,137.0,3.0,39.0,1200,29.0,21.8,996.2,17.8,0.2,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.0
25146,2016,1,12,17,59.0,9.0,46.0,500,34.0,-3.1,1019.9,-23.0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
21343,2015,8,7,6,94.0,2.0,11.0,600,53.0,24.5,1002.9,22.0,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
23126,2015,10,20,13,68.0,13.0,56.0,1300,22.0,13.4,1009.7,4.8,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
21844,2015,8,28,3,9.0,2.0,13.0,100,49.0,19.9,999.9,16.1,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
13951,2014,10,3,6,32.0,2.0,22.0,500,17.0,12.5,1009.1,8.4,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
18484,2015,4,10,3,122.0,3.0,38.0,800,61.0,8.0,1010.9,0.0,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0
10293,2014,5,3,20,173.0,2.0,19.0,200,82.0,14.1,1007.6,-9.2,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0
30899,2016,9,8,10,43.0,7.0,50.0,700,32.0,27.0,998.7,11.1,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
25160,2016,1,13,7,21.0,6.0,30.0,500,48.0,-4.6,1015.9,-25.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0
34459,2017,2,3,18,118.0,42.0,74.0,1700,36.0,4.4,1011.8,-16.7,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0
29131,2016,6,26,18,95.0,2.0,21.0,500,153.0,34.5,993.1,7.5,0.0,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.0
17702,2015,3,8,13,14.0,2.0,10.0,300,83.0,11.9,1013.1,-16.7,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
16117,2015,1,1,12,41.0,38.0,23.0,600,46.0,2.0,1024.0,-22.8,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0
10828,2014,5,26,3,47.0,2.0,44.0,400,34.0,24.0,994.8,-4.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
