No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanliu,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
32885,2016,11,30,4,139.0,11.0,90.0,3400,2.0,-0.8,1019.8,-3.3,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124.0
27846,2016,5,4,5,31.0,2.0,75.0,400,2.0,8.3,999.8,4.5,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
32532,2016,11,15,11,64.0,13.0,63.0,1200,12.0,7.1,1022.2,-9.8,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0
13790,2014,9,26,13,140.0,37.0,69.0,1300,36.0,23.2,1002.5,17.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0
15842,2014,12,21,1,6.0,4.0,15.0,300,31.0,-3.4,1022.0,-20.2,0.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
11855,2014,7,7,22,237.0,12.0,82.0,1200,81.0,29.1,994.4,24.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203.0
24850,2015,12,31,9,67.0,15.0,69.0,2600,2.0,-4.4,1029.0,-8.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
28626,2016,6,5,17,83.0,11.0,34.0,700,250.0,30.6,1001.3,13.4,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.0
15681,2014,12,14,8,88.0,51.0,71.0,2300,2.0,-4.6,1028.0,-12.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.0
13176,2014,8,31,23,88.0,2.0,75.0,1100,15.0,21.0,1008.1,21.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.0
13471,2014,9,13,6,136.0,9.0,77.0,800,2.0,19.9,1009.7,18.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
5270,2013,10,6,13,154.0,78.0,100.597,3000,28.0,20.1,1016.3,15.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223.0
34451,2017,2,3,10,119.0,56.0,93.0,3600,6.0,0.5,1019.5,-15.9,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0
15641,2014,12,12,16,44.0,6.0,15.0,400,37.0,3.0,1029.0,-20.4,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
10465,2014,5,11,0,43.0,8.0,35.0,900,62.0,11.7,1009.7,10.4,1.9,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
33138,2016,12,10,17,95.0,16.0,89.0,1200,6.0,1.5,1022.3,-10.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0
17644,2015,3,6,3,231.0,56.0,93.0,2400,2.0,-0.4,1016.0,-13.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0
20419,2015,6,29,18,13.0,2.0,22.0,500,66.0,18.7,1002.3,17.0,0.1,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
8372,2014,2,12,19,157.0,64.0,155.0,2100,8.0,-0.9,1027.8,-10.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164.0
7825,2014,1,21,0,11.0,10.0,43.0,500,29.0,-3.1,1028.1,-17.9,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
34692,2017,2,13,11,47.0,26.0,58.0,1500,34.0,9.9,1027.0,-13.4,0.0,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.0
4461,2013,9,2,20,139.0,22.2768,66.5172,1500,136.0,22.0,1010.2,18.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0
27510,2016,4,20,5,89.0,10.0,66.0,1100,9.0,9.2,1009.3,5.4,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.0
28961,2016,6,19,16,42.0,5.0,31.0,400,197.0,34.8,997.0,11.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
25908,2016,2,13,11,8.0,9.0,7.0,100,68.0,1.7,1020.3,-12.9,0.0,4.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
26027,2016,2,18,10,17.0,4.0,12.0,100,83.0,5.5,1016.3,-17.0,0.0,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
34545,2017,2,7,8,110.0,30.0,67.0,1000,5.0,-1.3,1026.4,-9.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.0
11745,2014,7,3,8,208.0,7.0,47.0,1100,29.0,25.4,995.9,23.8,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208.0
15969,2014,12,26,8,108.0,64.0,80.0,2700,2.0,-2.5,1022.0,-9.6,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.0
31059,2016,9,15,2,38.0,2.0,67.0,700,8.0,22.875,1011.0,17.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
22108,2015,9,8,3,79.0,2.0,64.0,800,2.0,17.4,1008.5,16.6,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.0
15494,2014,12,6,13,22.0,17.0,50.0,800,24.0,4.1,1025.0,-17.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0
7210,2013,12,26,9,26.0,11.0,20.0,400,40.0554,-2.3,1030.4,-19.7,0.0,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0
27569,2016,4,22,16,39.0,2.0,13.0,200,119.0,25.5,1002.0,-14.8,0.0,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
20830,2015,7,16,21,42.0,2.0,40.0,800,71.0,22.8,1002.3,18.8,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
2303,2013,6,4,22,97.0,15.0,66.0,1700,28.0,19.1,1006.5,18.3,10.7,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123.0
2226,2013,6,1,17,40.0,6.0,39.0,300,128.0,27.9,1001.1,7.2,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
4994,2013,9,25,1,42.0,3.7128,69.5967,300,1.0,8.1,1017.3,5.7,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
22521,2015,9,25,8,96.0,2.0,38.0,800,3.0,16.1,1006.2,15.6,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0
25007,2016,1,6,22,34.0,9.0,37.0,900,26.0,-2.7,1028.2,-17.9,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
17322,2015,2,20,17,140.0,9.0,68.0,1700,2.0,2.0,1012.0,0.4,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140.0
